ID;Nome;Sexo;Idade;Estado Civil;Identidade;CPF;Cidade;UF;Região;Nº Filhos;Altura;Peso;Saúde;Signo;Telefone Celular;Uso do Celular;Internet;E-mail;Banco;Saldo em Conta;Cartão de Crédito;Dívida no Cartão;TV;Gosta de Games;Gosta de Filmes;Lê Livros;Casa Própria;Ocupação ou Trabalho;Carro;Marca do Carro;Custo Combustivel Mensal;Comida;Ir ao Restaurante;Fruta;Flor;Animal;Esporte;Time de Futebol;Escola do Filhos;Mensalidade Escola;
id-0000614;Manuel;Masculino;39;Casado;R218050215;66610444355;Piratuba;SC;Região Sul;0;1,66;87;Alérgico;Câncer;944559393;Whatsapp;Banda Larga;manuel@terra.com;Bradesco;107403;Elo;Não;TV por assinatura;Gosta;Gosta;Toda semana;Emprestada;Gestão da Produção Industrial;Bonanza;Chevrolet;186;Pinhão;Não Gosta;Pitaya;Lírio;Vespão;Badminton;Francana;Não;x;
id-0000615;Aurelia;Feminino;31;Divorciada;R746622135;03855829189;Valença;BA;Região Nordeste;4;1,67;105;Alérgica;Virgem;956924324;Celular;4G;aurelia_342@yahoo.com;Santander;21801;Diners Club;Sim;TV pela internet;Gosta;Gosta;Toda semana;Alugada;Design de Games;X-10;Gurgel;314;Buchada de bode;Gosta;Tarumã;Boca-de-leão;Serpente;Caça;Manchester United;Pública;0;
id-0000616;Emanuelly;Feminino;72;Solteira;R799400874;25435700613;Simão Pereira;MG;Região Sudeste;4;1,92;100;Não Alérgica;Aquário;931774093;Celular;Wifi;emanuelly_734@terra.com;Bradesco;589780;Elo;Sim;TV aberta;Não Gosta;Não Gosta;Não;Emprestada;Psicologia;Suzuki SX4 S-Cross;Suzuki;251;Caju castanha;Gosta;Caqui ;Álisso;Kouprey;Boxe;Botafogo-SE;Particular;530;
id-0000617;Vinícius;Masculino;80;Divorciado;W605200124;11854277741;Mesquita;RJ;Região Sudeste;4;1,73;99;Não Alérgico;Capricórnio;974795429;Whatsapp;Wifi;vinicius_395@gmail.com;Santander;699840;Elo;Não;TV aberta;Não Gosta;Não Gosta;Raramente;Emprestada;Engenharia Bioquímica de Bioprocessos e Biotecnologia;Super 90 Cabriolet;Envemo;343;Queijo coalho na brasa;Não Gosta;Goiaba ;Não gosta de flores;Piolho;Deficientes;Luverdense;Pública;0;
id-0000618;Ana Júlia;Feminino;38;Divorciada;W830825503;94790010705;Campina da Lagoa;PR;Região Sul;1;1,55;82;Alérgica;Escorpião;994407944;Celular;Wifi;anajulia_763@outlook.com;Santander;380459;Elo;Não;TV pela internet;Não Gosta;Não Gosta;Raramente;Alugada;Quiropraxia;Motomachine;Gurgel;200;Bolinho de bacalhau;Não Gosta;Fruta-do-conde;Gloriosa;Pato;Automobilismo;Chile;Particular;324;
id-0000619;Marco;Masculino;48;Solteiro;R363759494;45199846377;Corinto;MG;Região Sudeste;3;1,81;106;Não Alérgico;Leão;956706981;Whatsapp;4G;marco@gmail.com;Banco do Brasil;254312;Diners Club;Sim;TV por assinatura;Gosta;Não Gosta;Não;Própria;Museologia;208;Peugeot;171;Bolinho de bacalhau;Não Gosta;Salak;Capim-dos-pampas;Veado;Caça;Bayern de Munique;Particular;459;
id-0000620;Harry;Masculino;84;Divorciado;R678299461;01360513699;Campo de Santana;PB;Região Nordeste;2;1,88;105;Alérgico;Áries;991839507;Whatsapp;4G;harry@yahoo.com;Bradesco;517982;Elo;Não;TV aberta;Não Gosta;Não Gosta;Não;Alugada;Comunicação Organizacional;Kicks;Nissan;56;Coxinha;Não Gosta;Conde;Áster-arbustiva;Texugo;Pesca;Camboriú;Pública;0;
id-0000621;Alexandre;Masculino;54;Divorciado;W624374469;45851769037;Juruaia;MG;Região Sudeste;2;1,99;85;Alérgico;Gêmeos;937237012;Whatsapp;Não tem internet;alexandre_155@yahoo.com;Santander;707637;Visa;Não;TV pela internet;Gosta;Gosta;Toda semana;Própria;Ciência e Tecnologia;Xavante XT;Gurgel;284;Couve refogada com alho;Gosta;Kiwi;Veigela;Gnu;Remo;Irlanda;Particular;395;
id-0000622;Guilherme;Masculino;78;Casado;R191812709;29396795479;Buritis;RO;Região Norte;0;1,80;97;Não Alérgico;Escorpião;921139755;Whatsapp;Banda Larga;guilherme_955@bol.com;Banco do Brasil;474189;Elo;Não;TV pela internet;Gosta;Gosta;Raramente;Própria;Agronomia;Polara;Chrysler/Dodge;130;Torta de liquidicador;Gosta;Marmeladinha;Crista-de-galo;Lémure;Luta Livre;Pedreira;Não;x;
id-0000623;Ruan;Masculino;81;Divorciado;R741777441;86435353991;Junqueiro;AL;Região Nordeste;4;1,64;91;Não Alérgico;Câncer;955601975;Celular;Banda Larga;ruan@yahoo.com;Itaú;480078;Diners Club;Não;TV aberta;Não Gosta;Não Gosta;Uma vez por mês;Emprestada;Estudos de Mídia;F-75;Ford;184;Quibe;Gosta;Groselha ;Capuchinha;Peixe-boi;Artes Marciais;São José-SP;Pública;0;
id-0000624;Elizabete;Feminino;61;Solteira;R810493367;58110210015;Anicuns;GO;Região Centro-Oeste;3;1,63;109;Alérgica;Capricórnio;974003639;Whatsapp;Banda Larga;elizabete@yahoo.com;Itaú;256223;American Express;Não;TV pela internet;Não Gosta;Gosta;Não;Alugada;Educação Física;Astra;Chevrolet;76;Chá mate gelado e pastel;Não Gosta;Cacau ;Colchão-de-noiva;Alce;Esportes de Aventura;Irlanda;Pública;0;
id-0000625;Isaac;Masculino;28;Solteiro;W256833277;52706623556;Santo Ângelo;RS;Região Sul;2;1,73;86;Não Alérgico;Câncer;909132541;Celular;Wifi;isaac_596@bol.com;Bradesco;506317;Diners Club;Sim;TV aberta;Não Gosta;Não Gosta;Não;Alugada;Segurança no Trabalho;Classe A;Mercedes-Benz;141;Requeijão cremoso;Gosta;Pêra;Calanchoê-fantasma;Lontra;Wakeboard;Ipatinga;Particular;358;
id-0000626;Luiza;Feminino;26;Solteira;Y665796290;78547741911;Redenção do Gurguéia;PI;Região Nordeste;2;1,58;77;Não Alérgica;Peixes;997640802;Whatsapp;Não tem internet;luiza@gmail.com;Caixa Econômica;809379;Visa;Não;TV pela internet;Não Gosta;Não Gosta;Toda semana;Alugada;Engenharia Hídrica;Prisma;Chevrolet;252;Mandioca frita;Gosta;Veludo;Camélia;Guaxinim;Futebol;Linense;Pública;0;
id-0000627;Anna;Feminino;39;Casada;W602506076;99905245663;Santa Maria da Serra;SP;Região Sudeste;1;1,77;65;Não Alérgica;Câncer;958458479;Celular;Wifi;anna@bol.com;Santander;503451;Visa;Não;TV por assinatura;Não Gosta;Gosta;Não;Própria;Gestão de Recursos Humanos;Ventura II ;L'Automobile/L'Auto Craft;298;Pingado de padaria;Gosta;Açaí;Afelandra;Cobra;Artes Marciais;Grécia;Particular;366;
id-0000628;Axel;Masculino;22;Divorciado;R747294882;94358988501;Iracema do Oeste;PR;Região Sul;1;1,99;86;Não Alérgico;Áries;915646524;Celular;4G;axel_345@yahoo.com;Santander;612026;Elo;Não;TV aberta;Gosta;Não Gosta;Não;Alugada;Engenharia Mecatrônica;A-20 ;Chevrolet;141;Chimarrão;Gosta;Calabaça ;Veigela;Coiote;Pólo Aquático;Bahia;Pública;0;
id-0000629;Emanuelle;Feminino;32;Solteira;M578671826;87227395793;Santa Inês;PB;Região Nordeste;1;1,68;78;Alérgica;Leão;917928247;Whatsapp;Banda Larga;emanuelle@terra.com;Caixa Econômica;891198;Elo;Sim;TV pela internet;Gosta;Gosta;Raramente;Própria;Pedagogia;Audax;Trimax;335;Bala de banana;Gosta;Lima Doce;Gloriosa;Corvo;Automobilismo;Lyon;Pública;0;
id-0000630;Yan;Masculino;37;Divorciado;W879859758;39007191338;Boa Vista;PB;Região Nordeste;0;1,66;61;Não Alérgico;Leão;962023316;Celular;4G;yan_848@bol.com;Santander;748523;American Express;Não;TV aberta;Não Gosta;Gosta;Uma vez por mês;Própria;Arquitetura e Urbanismo;SM Hatch;Santa Matilde;252;Frango com quiabo;Gosta;Durião;Begônia;Vison;Wakeboard;Brasiliense;Não;x;
id-0000631;Kauê;Masculino;79;Solteiro;R346444736;88346930973;Cachoeira Dourada;GO;Região Centro-Oeste;4;1,58;100;Não Alérgico;Libra;917461742;Celular;Banda Larga;kaue@bol.com;Banco do Brasil;168668;American Express;Sim;TV pela internet;Não Gosta;Gosta;Não;Própria;Nanotecnologia;C-1416;Chevrolet;231;Bolo de rolo;Gosta;Biribá;Bela-emília;Texugo;Bumerangue;Tottenham;Pública;0;
id-0000632;Juarez;Masculino;42;Casado;M314861795;49903115511;Ijaci;MG;Região Sudeste;1;1,70;71;Não Alérgico;Peixes;972246456;Whatsapp;Não tem internet;juarez@outlook.com;Banco do Brasil;842930;Hipercard;Sim;TV por assinatura;Não Gosta;Não Gosta;Raramente;Alugada;Segurança da Informação;L200;Mitsubishi;302;Doce de batata doce;Não Gosta;Pitangão;Não gosta de flores;Cisne;Corrida;Oeste;Pública;0;
id-0000633;Isadora;Feminino;25;Divorciada;M502287331;44104441808;Serra da Saudade;MG;Região Sudeste;3;1,87;95;Não Alérgica;Capricórnio;974087052;Celular;Banda Larga;isadora@bol.com;Banco do Brasil;787050;Mastercard;Não;TV pela internet;Gosta;Gosta;Toda semana;Emprestada;Papel e Celulose;GLC;Mercedes-Benz;204;Melão de Mossoró-RN;Não Gosta;Mamão ;Crista-de-galo;Tigre;Patinação;Morumbi;Pública;0;
id-0000634;Emmett;Masculino;48;Casado;M557060998;14873692133;Crisópolis;BA;Região Nordeste;0;1,82;64;Não Alérgico;Touro;916824752;Celular;Wifi;emmett_584@bol.com;Banco do Brasil;177425;Diners Club;Sim;TV por assinatura;Gosta;Não Gosta;Raramente;Alugada;Teologia;TF 6R;Avallone;102;Buchada de bode;Não Gosta;Guabiju;Coração-sangrento;Morcego;Corrida de Aventura;Luziânia;Não;x;
id-0000635;Artur;Masculino;60;Solteiro;M916363358;90099546207;Nova Erechim;SC;Região Sul;4;1,65;96;Não Alérgico;Áries;945273630;Whatsapp;Não tem internet;artur_527@outlook.com;Santander;227205;American Express;Sim;TV pela internet;Não Gosta;Não Gosta;Não;Própria;Ciência e Tecnologia de Alimentos;Corisco;Chevrolet;190;Queijo de Minas fresco;Não Gosta;Santol;Alpínia;Perdiz;Bumerangue;Manchester City;Particular;574;
id-0000636;Maria Isis;Feminino;31;Casada;R505574118;76712770081;Alagoa;MG;Região Sudeste;0;1,54;84;Alérgica;Áries;958330809;Celular;Banda Larga;mariaisis@uol.com;Itaú;86448;Mastercard;Não;TV aberta;Não Gosta;Não Gosta;Raramente;Própria;Comunicação Organizacional;Escort SW;Ford;267;Frango com quiabo;Não Gosta;Noz Pecã;Crisântemo;Mosca;Atletismo;Albânia;Não;x;
id-0000637;Cristiane;Feminino;48;Solteira;M550445551;88808319993;Ipanema;MG;Região Sudeste;4;1,50;79;Alérgica;Touro;984270735;Whatsapp;Wifi;cristiane@yahoo.com;Santander;229088;Diners Club;Sim;TV aberta;Gosta;Não Gosta;Raramente;Própria;Matemática;Silverado;Chevrolet;156;Quebra queixo;Gosta;Zitrone;Camarão-azul;Frango;Squash;Barcelona;Particular;367;
id-0000638;Júlia;Feminino;69;Divorciada;M931346500;65667709997;Lagoa Dos Três Cantos;RS;Região Sul;0;1,73;66;Não Alérgica;Capricórnio;921955550;Whatsapp;4G;julia_998@yahoo.com;Itaú;32843;Elo;Não;TV pela internet;Não Gosta;Gosta;Não;Emprestada;Engenharia Agrícola;LeBaron;Chrysler/Dodge;241;Acarajé;Não Gosta;Umbu;Agapanto;Falcão;Squash;Boca Juniors;Não;x;
id-0000639;Isabella;Feminino;29;Casada;W319103337;19638773399;Governador Nunes Freire;MA;Região Nordeste;1;1,51;98;Não Alérgica;Gêmeos;999289667;Celular;Não tem internet;isabella_044@outlook.com;Bradesco;274804;Visa;Sim;TV por assinatura;Gosta;Gosta;Toda semana;Emprestada;Astronomia;WRX;Subaru;113;Requeijão cremoso;Gosta;Marmeladinha;Lobélia-azul;Foca;Sem preferência;Ituano;Pública;0;
id-0000640;Penelope;Feminino;74;Casada;M646325804;71886262740;Bom Sucesso;MG;Região Sudeste;3;1,82;106;Alérgica;Capricórnio;969476390;Whatsapp;Wifi;penelope@bol.com;Bradesco;703802;Mastercard;Não;TV por assinatura;Não Gosta;Não Gosta;Toda semana;Própria;Engenharia Cartográfica e de Agrimensura;Eclipse;Mitsubishi;179;Leitão à pururuca;Não Gosta;Abacaxi ;Chiquita-bacana;Ostra;Skate;Jequié;Pública;0;
id-0000641;Mirella;Feminino;23;Casada;Y183771663;07385060497;Terra de Areia;RS;Região Sul;2;1,59;75;Não Alérgica;Touro;902846787;Whatsapp;Wifi;mirella_575@bol.com;Santander;976364;Hipercard;Não;TV aberta;Não Gosta;Não Gosta;Não;Alugada;Aquicultura;Camry;Toyota;115;Café coado no filtro de pano;Gosta;Pitomba;Verônica;Pomba;Tiro;West Ham;Pública;0;
id-0000642;Derick;Masculino;58;Casado;Y510364362;68172092640;Porto Xavier;RS;Região Sul;1;1,72;108;Alérgico;Touro;964863147;Celular;Não tem internet;derick@bol.com;Itaú;388040;American Express;Não;TV pela internet;Gosta;Não Gosta;Toda semana;Própria;Não tem;A3;Audi;217;Bala de banana;Gosta;Açaí;Vedélia;Girafa;Automobilismo;Catania;Particular;554;
id-0000643;Luisa;Feminino;30;Divorciada;R749136200;29454326315;Mercedes;PR;Região Sul;0;1,66;87;Não Alérgica;Aquário;980118443;Celular;Não tem internet;luisa@bol.com;Itaú;652763;American Express;Não;TV aberta;Não Gosta;Não Gosta;Uma vez por mês;Emprestada;Manutenção Industrial;GTM;Adamo;162;Vaca atolada;Gosta;Murici;Centáurea;Mosquito;Bumerangue;Grêmio;Não;x;
id-0000644;Juliano;Masculino;40;Solteiro;W651790299;80475047774;Carmo;RJ;Região Sudeste;2;1,88;64;Não Alérgico;Leão;998633007;Whatsapp;Banda Larga;juliano_564@outlook.com;Banco do Brasil;913268;Elo;Não;TV aberta;Não Gosta;Gosta;Toda semana;Própria;Ciência da Computação;X11;Miura;349;Geléia de mocotó;Não Gosta;Olho-De-Boi;Tritônia;Antílope;Beisebol;URT;Pública;0;
id-0000645;Declan;Masculino;56;Solteiro;Y533968326;67211577012;Capão Bonito;SP;Região Sudeste;2;1,56;101;Não Alérgico;Touro;983851891;Whatsapp;Banda Larga;declan@yahoo.com;Bradesco;901328;Visa;Não;TV por assinatura;Não Gosta;Não Gosta;Uma vez por mês;Alugada;Engenharia de Sistemas;4200 GTS[;Brasinca;105;Caldo de cana;Não Gosta;Jerivá;Mosquitinho;Pato-real;Golf;Real-DF;Particular;534;
id-0000646;Cintia;Feminino;59;Casada;M294091750;01453282623;Alterosa;MG;Região Sudeste;2;1,79;63;Não Alérgica;Escorpião;946512104;Whatsapp;4G;cintia_568@bol.com;Santander;276384;Visa;Sim;TV pela internet;Gosta;Gosta;Uma vez por mês;Emprestada;Optometria;SP2;Volkswagen;95;Pizza assado no forno à lenha;Gosta;Coco ;Álisso;Castor;Eqüestres;Santa Cruz-PB;Particular;399;
id-0000647;Pablo;Masculino;59;Divorciado;Y878656672;48017288842;Ipirá;BA;Região Nordeste;3;1,84;100;Alérgico;Virgem;904640316;Celular;Banda Larga;pablo_369@terra.com;Itaú;825774;American Express;Sim;TV por assinatura;Não Gosta;Não Gosta;Raramente;Alugada;Manutenção Industrial;Classe E;Mercedes-Benz;73;Batata doce assada;Gosta;Fruta-do-conde;Semânia;Fuinha;Tchoukball;Fluminense;Particular;311;
id-0000648;Amara;Feminino;81;Divorciada;Y328232236;23309817029;Nova Palmeira;PB;Região Nordeste;0;1,80;105;Alérgica;Câncer;955106557;Celular;Não tem internet;amara_058@yahoo.com;Caixa Econômica;645875;Visa;Sim;TV pela internet;Não Gosta;Gosta;Raramente;Própria;Engenharia Industrial Madeireira;Classe GLK;Mercedes-Benz;96;Sonho de padaria;Gosta;Jenipapo;Semânia;Búfalo Africano;Peteca;Imperatriz;Não;x;
id-0000649;Malu;Feminino;80;Solteira;Y153749882;34141470096;Lagoa Grande;PE;Região Nordeste;0;1,65;78;Alérgica;Peixes;969185417;Celular;4G;malu@bol.com;Santander;11251;Visa;Sim;TV pela internet;Não Gosta;Não Gosta;Raramente;Própria;Pedagogia;Kia K7;Kia;86;Brigadeiro;Não Gosta;Maçã ;Afelandra;Leão do Mar;Skate;Bandeirante-SP;Não;x;
id-0000650;Luiz;Masculino;39;Solteiro;R230877589;70216489375;Paulistas;MG;Região Sudeste;1;1,54;65;Não Alérgico;Sagitário;959465109;Celular;Não tem internet;luiz_307@yahoo.com;Santander;437964;American Express;Sim;TV aberta;Não Gosta;Gosta;Uma vez por mês;Alugada;Obstetrícia;Range Rover;Land Rover;122;Pinhão;Gosta;Conde;Sapatinho-do-diabo;Jaguar;Artes Marciais;Almirante Barroso;Pública;0;
id-0000651;Silvio;Masculino;58;Casado;R145045097;67260439223;Macaúbas;BA;Região Nordeste;0;1,92;64;Alérgico;Virgem;903734755;Whatsapp;Banda Larga;silvio@yahoo.com;Santander;188109;Elo;Não;TV pela internet;Gosta;Gosta;Toda semana;Própria;Serviços Judiciários e Notariais;205;Peugeot;186;Paçoca de amendoim;Gosta;Bacuri;Tritônia;Rinoceronte;Wakeboard;Watford;Não;x;
id-0000652;Rafael;Masculino;76;Casado;W261023527;38045628387;Santa Cruz de Minas;MG;Região Sudeste;3;1,72;90;Não Alérgico;Escorpião;999600581;Celular;Banda Larga;rafael_292@yahoo.com;Banco do Brasil;888805;Mastercard;Não;TV pela internet;Gosta;Gosta;Uma vez por mês;Própria;Hotelaria;GTI;Puma;282;Sorvete de cupuaçu;Gosta;Massala;Girassol;Pantera;Rugby;CEO;Pública;0;
id-0000653;Leo;Masculino;85;Solteiro;R043261644;29302004281;Capão do Cipó;RS;Região Sul;4;1,92;76;Alérgico;Aquário;989982684;Celular;Banda Larga;leo@bol.com;Caixa Econômica;978601;Mastercard;Não;TV pela internet;Não Gosta;Não Gosta;Toda semana;Emprestada;Engenharia Elétrica;Tiggo 7;Chery;239;Milho assado;Não Gosta;Coco ;Girassol;Urso	 ;Esgrima;Atlético-GO;Particular;485;
id-0000654;Gael;Masculino;47;Solteiro;Y539914560;23838101643;Arara;PB;Região Nordeste;0;1,88;86;Alérgico;Touro;901851851;Whatsapp;Banda Larga;gael_855@terra.com;Itaú;934082;Visa;Sim;TV pela internet;Gosta;Gosta;Não;Própria;Aquicultura;WMV;WMV;212;Rabada;Não Gosta;Kiwi;Gérbera;Uapiti;Tourada;Celta;Não;x;
id-0000655;Kelcione;Feminino;63;Solteira;Y293168559;43685772991;Vicentinópolis;GO;Região Centro-Oeste;4;1,68;98;Alérgica;Câncer;904977441;Whatsapp;4G;kelcione@gmail.com;Bradesco;55406;Elo;Sim;TV pela internet;Não Gosta;Não Gosta;Uma vez por mês;Própria;Mineração;Sentra ;Nissan;63;Cuscuz paulista;Não Gosta;Guabiju;Ciclame;Lémure;Montanhismo;Manchester United;Pública;0;
id-0000656;Joaquim;Masculino;68;Solteiro;W981070103;55988459387;Lindoeste;PR;Região Sul;1;1,53;89;Alérgico;Aquário;915728454;Whatsapp;Banda Larga;joaquim@gmail.com;Caixa Econômica;784889;Elo;Sim;TV por assinatura;Não Gosta;Não Gosta;Toda semana;Emprestada;Cinema e Audiovisual;A3;Audi;100;Farofa de içá;Não Gosta;Zitrone;Verônica;Pombo;Frescobol;Nacional-PR;Particular;408;
id-0000657;Maxmino;Masculino;37;Divorciado;W201741254;70209554806;Remanso;BA;Região Nordeste;3;1,94;109;Alérgico;Áries;981793917;Whatsapp;Banda Larga;maxmino@uol.com;Banco do Brasil;404861;Elo;Sim;TV por assinatura;Gosta;Não Gosta;Uma vez por mês;Alugada;Obstetrícia;X6;BMW;318;Jabuticaba no pé;Gosta;Sem preferência;Coração-sangrento;Gazela;Automobilismo;Juazeiro;Particular;422;
id-0000658;Olívia;Feminino;30;Casada;R226949066;28812560717;Vassouras;RJ;Região Sudeste;0;1,65;89;Não Alérgica;Áries;903267558;Celular;Banda Larga;olivia@uol.com;Banco do Brasil;107183;Elo;Sim;TV aberta;Gosta;Gosta;Não;Própria;Produção Editorial;Super 90;Chamonix;215;Peixe assado na folha de bananeira;Gosta;Lucuma;Escova-de-garrafa;Coiote;Atletismo;Valencia;Não;x;
id-0000659;Isa;Feminino;41;Solteira;W296090883;58834531907;Canas;SP;Região Sudeste;4;1,89;109;Não Alérgica;Leão;943579566;Whatsapp;Não tem internet;isa@bol.com;Banco do Brasil;586932;Elo;Não;TV por assinatura;Gosta;Gosta;Não;Alugada;Engenharia Industrial Madeireira;Deserter Rally;SR Veículos Especiais;174;Quibe;Não Gosta;Guariroba;Camarão-azul;Bisão;Ginástica;Luverdense;Pública;0;
id-0000660;Pietro;Masculino;59;Casado;M302320145;97311135408;Anahy;PR;Região Sul;4;1,94;109;Não Alérgico;Áries;925745582;Whatsapp;Wifi;pietro@bol.com;Caixa Econômica;852643;Diners Club;Sim;TV por assinatura;Gosta;Não Gosta;Uma vez por mês;Emprestada;Gestão Ambiental;V40;Volvo;272;Pão de mel com doce de leite;Gosta;Abacaxi ;Falso-íris;Doninha;Squash;Serra Macaense;Particular;474;
id-0000661;Julio;Masculino;50;Solteiro;W429579781;00142230733;Santa Maria do Herval;RS;Região Sul;1;1,95;66;Alérgico;Áries;954817550;Celular;Wifi;julio@outlook.com;Santander;152630;Visa;Não;TV por assinatura;Gosta;Gosta;Não;Alugada;Pilotagem profissional de aeronaves;911 Carrera;CBP;208;Açaí na tijela;Não Gosta;Anonácea;Flor-leopardo;Perú;Tchoukball;Atlético Ibirama;Particular;461;
id-0000662;Samuel;Masculino;24;Solteiro;Y202629481;16839769923;Limoeiro do Norte;CE;Região Nordeste;1;1,67;74;Não Alérgico;Capricórnio;948276481;Celular;4G;samuel_400@yahoo.com;Santander;406671;Diners Club;Não;TV pela internet;Não Gosta;Gosta;Não;Alugada;Ciências Biológicas;Ventura conversível;L'Automobile/L'Auto Craft;123;Sarapatel;Não Gosta;Jambolão;Gailárdia;Fuinha;Ginástica;Queimadense;Particular;471;
id-0000663;Breno;Masculino;35;Solteiro;Y071781928;78172195680;Belágua;MA;Região Nordeste;0;1,59;62;Não Alérgico;Capricórnio;962834118;Whatsapp;Não tem internet;breno@yahoo.com;Bradesco;197330;Diners Club;Sim;TV por assinatura;Não Gosta;Gosta;Raramente;Emprestada;Engenharia de Energia;Silverado;Chevrolet;174;Pão de queijo;Não Gosta;Massala;Columeia-peixinho;Canguru;Pesca;Anápolis;Não;x;
id-0000664;Lucia;Feminino;32;Divorciada;R018370406;23145906745;Mãe do Rio;PA;Região Norte;0;1,94;60;Alérgica;Touro;915143051;Whatsapp;4G;lucia_487@uol.com;Bradesco;919944;Hipercard;Sim;TV aberta;Não Gosta;Gosta;Raramente;Emprestada;Transporte;Avallone Presidencial ;Avallone;301;Caldo de mocotó;Não Gosta;Mangaba;Cravina;Porco-espinho;Frescobol;Ituano;Não;x;
id-0000665;Beatriz;Feminino;81;Divorciada;M394748582;37628275611;Veríssimo;MG;Região Sudeste;0;1,80;67;Não Alérgica;Libra;978231217;Whatsapp;Wifi;beatriz@outlook.com;Caixa Econômica;269992;Diners Club;Sim;TV pela internet;Gosta;Gosta;Não;Própria;Biomedicina;Phoenix;LHM;100;Refrigerante de guaraná;Gosta;Azeitona ;Flor-de-maio;Peixe-boi;Boa Forma;Costa do Marfim;Não;x;
id-0000666;Bárbara;Feminino;57;Casada;M023979883;69371565663;Imperatriz;MA;Região Nordeste;0;1,88;80;Não Alérgica;Escorpião;938484451;Celular;Banda Larga;barbara_894@outlook.com;Bradesco;364964;American Express;Sim;TV aberta;Não Gosta;Não Gosta;Uma vez por mês;Emprestada;Sistemas Elétricos;Vemaguet;DKW-Vemag;110;Caipirinha de cachaça;Não Gosta;Guaraná;Lupino;Lebre;Futebol Americano;Norwich City;Não;x;
id-0000667;Jonatas;Masculino;29;Solteiro;Y301244445;04671433900;Datas;MG;Região Sudeste;2;1,53;86;Alérgico;Aquário;975885766;Whatsapp;Não tem internet;jonatas@terra.com;Bradesco;674388;Hipercard;Não;TV aberta;Não Gosta;Não Gosta;Uma vez por mês;Alugada;Biomedicina;GLS;Mercedes-Benz;345;Beirute;Gosta;Pêra;Jasmim-da-índia;Babuíno;Tiro;Chapecoense;Pública;0;
id-0000668;Enzo;Masculino;43;Divorciado;R733382798;25927388367;Santo Antônio do Aracanguá;SP;Região Sudeste;1;1,64;70;Não Alérgico;Peixes;942071256;Whatsapp;Wifi;enzo@gmail.com;Banco do Brasil;152829;Hipercard;Não;TV por assinatura;Não Gosta;Não Gosta;Não;Alugada;Gestão Comercial;Pointer ;Volkswagen;268;Pizza assado no forno à lenha;Gosta;Tangerina ;Gladíolo;Gazela;Eqüestres;Real-RR;Particular;505;
id-0000669;Maya;Feminino;36;Casada;M879438422;77322558408;Vieiras;MG;Região Sudeste;2;1,76;63;Não Alérgica;Escorpião;908183494;Celular;4G;maya_296@yahoo.com;Banco do Brasil;254214;Mastercard;Sim;TV por assinatura;Gosta;Gosta;Não;Própria;Música;206 SW;Peugeot;256;Macarrão com frango;Gosta;Abóbora ;Calanchoê;Bisão;Motociclismo;Rio Branco-SP;Pública;0;
id-0000670;Bruna;Feminino;75;Solteira;M327937056;38843159806;Itaporanga D´ajuda;SE;Região Nordeste;3;1,54;72;Alérgica;Peixes;948802680;Whatsapp;4G;bruna_583@yahoo.com;Bradesco;311016;Diners Club;Sim;TV por assinatura;Não Gosta;Gosta;Não;Emprestada;Libras;Continental;Lincoln;93;Sonho de padaria;Não Gosta;Lichia ;Boca-de-leão;Não gosta de animais;Bumerangue;Huesca;Particular;562;
id-0000671;Violeta;Feminino;21;Casada;R436422067;28719702277;Lábrea;AM;Região Norte;3;1,58;98;Não Alérgica;Escorpião;975480324;Whatsapp;Não tem internet;violeta_103@uol.com;Banco do Brasil;737649;Hipercard;Sim;TV aberta;Não Gosta;Não Gosta;Raramente;Emprestada;Agronegócios e Agropecuária;R;Lobini;223;Cachaça artesanal de qualidade;Não Gosta;Kiwi;Estrelítzia;Naja;Badminton;Ipanema;Particular;445;
id-0000672;Marisa;Feminino;22;Solteira;Y361578305;13565291710;Santo Inácio;PR;Região Sul;4;1,99;110;Não Alérgica;Escorpião;998990408;Whatsapp;Wifi;marisa@terra.com;Bradesco;534847;Mastercard;Sim;TV pela internet;Não Gosta;Não Gosta;Raramente;Emprestada;Geografia;Jeep CJ-6 ;Willys Overland;172;Bolinho de chuva;Não Gosta;Langsat;Laurotino;Elefante;Punhobol;Rússia;Particular;499;
id-0000673;Liz;Feminino;48;Divorciada;M531227004;96917465671;Barreiras;BA;Região Nordeste;1;1,50;73;Não Alérgica;Aquário;994776540;Celular;Não tem internet;liz_519@bol.com;Banco do Brasil;398133;Elo;Sim;TV por assinatura;Gosta;Gosta;Toda semana;Emprestada;Música;X60;Lifan;137;Pão de mel com doce de leite;Gosta;Cambucá;Verônica;Cação;Corfebol;Liverpool;Pública;0;
id-0000674;Anthony Gabriel;Masculino;54;Divorciado;W780398626;44515662013;Munhoz de Melo;PR;Região Sul;4;1,71;76;Não Alérgico;Capricórnio;904669339;Whatsapp;Banda Larga;anthonygabriel_447@bol.com;Banco do Brasil;174958;Mastercard;Sim;TV por assinatura;Não Gosta;Não Gosta;Não;Alugada;Geoprocessamento;Land Rover Defender;Land Rover;165;Doce de abóbora;Não Gosta;Murici;Abéliatulipaborda;Cão;Boa Forma;Tiradentes-PA;Pública;0;
